price,duration,frequency
0,4.0,weekly
0,9.416666666666666,daily
0,0.0,once
0,1.0,once
0,4.0,once
0,2.0,once
0,2.0,once
0,3.0,once
0,2.0,once
0,7.0,once
0,3.0,once
0,5.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,3.0,once
0,1.0,once
1,1.5,once
20,1.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,daily
0,0.0,once
0,14.0,daily
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,1.0,once
0,1.0,once
0,1.0,once
10,1.0,once
30,1.0,once
30,1.5,once
10,1.5,once
0,1.5,once
20,3.5,once
0,1.0,once
20,1.0,once
40,1.1666666666666667,once
0,1.9333333333333333,once
0,2.65,once
0,3.1166666666666667,once
0,2.55,once
0,2.2666666666666666,once
0,2.5,once
0,2.433333333333333,once
0,2.4,once
0,1.7,once
0,1.2833333333333334,once
0,1.5833333333333333,once
0,1.5333333333333334,once
0,1.35,once
0,1.5166666666666666,once
0,1.4166666666666667,once
0,0.8333333333333334,once
0,1.5,once
0,1.4833333333333334,once
0,2.05,once
6,2.4166666666666665,once
0,1.0,once
60,2.0,once
0,2.3666666666666667,once
0,2.5,once
0,2.3333333333333335,once
0,2.5833333333333335,once
0,2.3,once
0,2.533333333333333,once
0,2.4166666666666665,once
0,2.1666666666666665,once
0,0.0,once
0,0.0,once
0,1.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,3.0,once
0,3.0,once
0,2.0,once
0,2.0,once
0,6.0,daily
0,3.0,once
0,1.6666666666666667,once
0,1.8333333333333333,once
0,2.0,once
0,0.0,once
60,1.1666666666666667,once
6,1.5333333333333334,once
6,1.3333333333333333,once
6,1.5,once
6,2.6,once
6,1.8333333333333333,once
20,0.75,once
20,1.0,once
80,1.5,once
30,1.0,once
0,0.75,once
0,0.8333333333333334,once
0,1.0,once
0,1.0,once
6,2.0,once
6,1.9166666666666667,once
0,2.3666666666666667,once
0,2.5,once
0,2.3333333333333335,once
0,2.5833333333333335,once
0,2.3,once
0,2.533333333333333,once
0,2.4166666666666665,once
0,2.1666666666666665,once
0,1.0,once
0,1.0,once
6,1.0,once
30,1.0,once
0,1.0,once
0,2.5,once
0,2.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,2.0,once
0,0.0,once
0,0.5,once
5,5.0,weekly
0,2.0,weekly
0,7.0,weekly
0,2.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,3.0,daily
0,3.0,once
0,4.0,once
0,0.5,once
0,3.0,once
0,3.0,once
0,3.0,once
0,5.0,once
0,2.0,once
0,1.4833333333333334,once
0,1.5333333333333334,once
0,2.0,once
0,2.0,once
0,0.0,daily
0,0.0,daily
0,10.0,daily
0,10.0,daily
0,5.0,once
0,0.0,daily
0,10.0,daily
0,0.0,daily
20,4.0,once
100,1.8333333333333333,once
6,1.75,once
6,1.4166666666666667,once
6,1.9166666666666667,once
6,1.6166666666666667,once
6,1.3666666666666667,once
6,2.7666666666666666,once
6,1.8666666666666667,once
30,1.0,once
40,1.5,once
0,1.7,once
0,2.216666666666667,once
0,2.6666666666666665,once
0,1.85,once
0,2.0,once
30,0.0,weekly
0,1.8333333333333333,once
0,1.9666666666666666,once
0,1.4166666666666667,once
0,2.2333333333333334,once
0,0.8333333333333334,once
0,0.8333333333333334,once
0,0.8333333333333334,once
0,1.0,once
0,1.65,once
0,1.6333333333333333,once
0,2.4166666666666665,once
0,2.05,once
0,2.1333333333333333,once
0,2.466666666666667,once
0,2.0166666666666666,once
0,2.05,once
0,1.8,once
0,2.05,once
0,7.0,once
0,1.0,once
0,1.5833333333333333,once
0,1.6333333333333333,once
0,1.7833333333333334,once
20,1.25,once
0,1.0,once
0,1.0,once
0,1.0,once
0,0.6666666666666666,once
20,1.1666666666666667,once
0,1.0,once
0,1.9,once
0,1.8666666666666667,once
0,1.8,once
0,2.3833333333333333,once
0,1.5,once
0,2.55,once
0,1.6833333333333333,once
0,1.6166666666666667,once
0,1.7666666666666666,once
0,2.316666666666667,once
0,2.45,once
0,2.7333333333333334,once
0,1.7,once
0,1.4666666666666666,once
0,2.0833333333333335,once
0,2.066666666666667,once
0,2.183333333333333,once
0,1.75,once
0,2.2333333333333334,once
0,1.75,once
0,2.0,once
0,0.8333333333333334,once
0,2.3833333333333333,once
0,2.35,once
0,2.0166666666666666,once
0,2.1166666666666667,once
30,1.5,once
20,1.0,once
0,0.0,once
40,10.0,once
0,0.0,weekly
0,1.8333333333333333,once
0,2.0,once
0,4.0,daily
0,8.0,daily
0,2.0,once
0,2.0,once
0,2.0,once
0,2.0,once
0,3.0,weekly
0,2.0,once
0,5.0,once
0,1.0,once
0,1.5,once
0,4.0,once
0,1.0,once
8,1.0,once
20,1.0,once
2,1.0,once
0,1.0,once
2,0.75,once
6,1.0,once
0,0.75,once
6,0.8333333333333334,once
4,1.0,once
0,0.8333333333333334,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,daily
6,1.0,once
5,1.0,once
0,0.8333333333333334,once
1,11.0,daily
2,0.8333333333333334,once
0,1.0,once
16,1.0,once
0,1.5,once
2,0.8333333333333334,once
0,0.8333333333333334,once
4,0.8333333333333334,once
4,0.8333333333333334,once
0,0.8333333333333334,once
2,0.8333333333333334,once
2,0.8333333333333334,once
0,0.8333333333333334,once
12,1.0,daily
0,1.0,once
0,0.8333333333333334,once
0,1.5,daily
0,1.0,daily
10,4.333333333333333,once
0,1.0,daily
0,1.0,once
0,1.0,once
4,1.0,once
0,1.0,once
2,1.0,once
2,0.75,once
12,1.0,once
0,1.0,once
0,1.0,once
8,1.0,once
0,10.0,once
0,1.0,once
0,1.0,once
10,1.0,weekly
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,10.0,daily
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
4,1.0,daily
0,1.0,daily
20,14.0,weekly
20,1.0,once
0,1.0,daily
4,1.0,once
12,1.0,once
2,1.0,once
1,1.0,once
1,1.0,once
2,1.0,once
2,1.0,once
0,1.0,daily
0,1.25,weekly
0,2.0,once
2,1.0,once
2,1.0,once
2,0.75,once
0,1.0,daily
2,1.0,once
3,0.0,once
2,0.75,once
6,0.8333333333333334,once
0,1.5,once
12,1.0,weekly
12,1.0,once
0,3.0,once
0,3.0,once
0,3.0,once
10,1.0,once
10,0.6666666666666666,daily
0,1.0,daily
0,1.0,once
10,1.0,once
0,2.0,weekly
0,6.0,weekly
0,6.0,weekly
0,0.8333333333333334,daily
10,1.0,once
14,1.0,once
0,2.0,once
0,1.0,once
14,1.0,once
14,1.0,once
0,2.0,once
0,1.0,once
20,1.0,once
0,1.0,once
0,1.0,daily
0,6.0,once
0,18.0,daily
0,3.0,weekly
0,1.0,once
10,1.0,weekly
0,1.0,once
0,1.0,once
16,1.0,weekly
8,1.0,once
0,2.0,weekly
0,1.0,daily
0,1.0,weekly
0,1.0,weekly
0,8.0,once
0,8.0,once
20,1.5,once
20,1.5,once
20,1.5,once
1,8.0,once
0,1.5,once
10,1.5,once
60,1.5,once
0,1.0,once
0,1.0,once
0,2.2,once
0,1.5,once
0,1.0,once
30,1.5,once
0,1.0,once
0,1.0,once
0,1.0,once
18,2.5,weekly
0,1.0,once
0,2.0,weekly
0,2.0,once
30,2.0,once
0,2.0,once
0,5.0,once
0,1.0,once
0,5.0,once
0,9.0,daily
0,3.0,once
30,1.5,once
10,1.5,once
0,2.0,weekly
0,2.0,once
0,1.0,once
0,4.0,once
0,4.0,daily
5,7.0,once
0,11.0,weekly
2,10.0,weekly
0,15.0,once
0,2.0,once
0,2.0,once
0,2.0,once
0,2.0,once
0,2.0,once
0,2.0,once
0,2.0,once
0,2.0,once
0,6.0,once
0,3.0,once
0,0.0,once
0,2.0,once
0,2.0,once
0,12.5,once
0,0.5,once
0,1.0,once
0,2.0,once
0,2.0,once
0,1.0,once
0,10.5,once
0,2.0,once
0,0.5,once
0,2.0,once
0,2.0,once
0,2.0,once
0,1.0,once
0,1.5,once
0,1.0,once
0,2.0,once
0,3.0,once
0,2.0,once
0,0.5,once
0,1.0,once
0,2.0,once
0,2.0,once
0,2.0,once
0,0.5,once
0,2.0,once
0,2.0,once
0,3.0,once
0,2.0,once
0,0.5,once
0,2.0,once
0,2.0,once
0,2.0,once
0,2.0,once
0,1.5,once
0,4.0,once
0,2.0,once
0,3.0,once
0,2.0,once
0,0.5,once
0,1.0,once
0,2.0,once
0,2.0,once
0,3.0,once
0,1.5,once
0,1.0,once
0,2.0,once
0,2.0,once
0,2.0,once
0,0.5,once
0,2.0,once
0,2.0,once
0,2.0,once
0,2.0,once
0,8.0,once
0,1.0,once
0,0.5,once
0,2.0,once
0,2.0,once
0,2.0,once
0,3.0,once
0,7.5,once
0,2.0,once
0,0.5,once
0,1.0,once
0,2.0,once
0,2.0,once
0,9.5,once
0,2.0,once
0,1.8333333333333333,once
0,2.5,once
0,2.0,once
0,2.0,once
0,1.5,once
0,2.5,once
0,2.0,once
0,2.0,once
0,1.5,once
0,2.5,once
0,2.0,once
0,2.0,once
0,1.5,once
0,2.5,once
0,2.0,once
0,2.0,once
0,2.0,once
0,1.5,once
0,1.5,once
0,2.0,once
0,2.0,once
0,1.5,once
0,1.5,once
0,2.0,once
0,2.0,once
0,1.5,once
0,1.5,once
0,2.0,once
0,2.0,once
0,2.0,once
0,2.0,once
0,2.0,once
0,2.0,once
0,2.0,once
0,2.0,once
0,2.0,once
0,13.0,once
0,5.0,once
0,2.0,once
0,2.0,once
0,13.0,once
0,7.0,once
0,7.0,once
0,7.0,once
0,7.0,once
0,7.0,once
0,7.0,once
0,2.0,once
0,2.0,once
0,1.0,once
0,4.0,once
0,2.0,once
0,0.5,once
0,0.5,once
0,0.5,once
0,0.8333333333333334,once
0,0.75,once
0,1.5,once
0,1.0,once
0,1.0,once
0,0.5,once
0,0.5,once
0,0.5,once
0,2.5,once
0,0.5,once
0,1.5,once
0,3.0,once
0,1.5,once
0,1.5,once
0,1.5,once
0,1.5,once
0,1.0,once
0,2.5,once
0,2.0,once
0,2.0,once
0,2.0,once
0,13.0,once
0,2.0,once
0,2.0,once
0,2.0,once
0,2.0,once
0,1.0,once
0,2.0,once
0,2.0,once
0,2.0,once
0,2.0,once
0,2.0,once
0,2.0,once
0,2.0,once
0,2.0,once
0,2.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,2.0,once
0,2.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,0.0,once
0,2.0,once
0,2.0,once
0,0.0,weekly
0,2.0,once
0,0.0,once
0,1.0,once
0,0.0,once
0,1.0,once
0,1.0,once
0,0.0,once
0,1.0,once
0,0.0,once
0,2.0,once
0,2.0,once
0,2.0,once
0,1.0,once
0,1.0,once
0,0.0,once
0,1.0,once
0,1.0,once
0,0.0,once
0,0.0,once
0,2.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,2.0,once
0,2.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,2.0,once
0,2.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,weekly
0,2.0,once
0,2.0,once
0,0.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,2.0,once
0,2.0,once
0,1.0,once
0,1.0,once
0,0.0,once
0,1.0,once
0,1.0,once
0,0.0,once
0,1.5,once
0,1.0,once
0,1.0,once
0,1.0,once
0,0.6666666666666666,once
0,0.0,once
0,0.8333333333333334,once
0,1.0,once
0,1.0,once
0,1.5,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,2.0,once
0,0.0,once
0,2.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.5,once
0,1.0,once
0,1.0,once
0,2.0,once
0,13.0,once
0,0.0,once
0,0.0,once
0,1.0,once
0,0.5,once
0,2.0,once
0,0.5,once
0,1.5,once
0,0.5,once
0,2.0,once
0,1.5,once
0,1.0,once
0,0.0,once
0,1.0,once
0,1.0,once
0,0.0,once
0,1.0,once
0,0.0,once
0,0.0,once
0,2.5,once
0,0.0,once
0,1.0,once
0,2.0,once
0,1.0,once
0,1.0,once
0,0.0,once
0,2.0,once
0,1.5,once
0,0.5,once
0,1.0,once
0,0.5,once
0,2.0,once
0,1.0,once
0,0.5,once
0,1.0,once
0,1.0,once
0,0.5,once
0,0.5,once
0,1.0,once
0,1.0,once
0,0.5,once
0,2.5,once
0,1.25,once
0,1.0,once
0,0.5,once
0,0.5,once
0,2.0,once
0,1.0,once
0,1.0,once
0,2.0,once
0,0.0,once
0,0.5,once
0,0.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,0.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,0.0,once
0,0.0,once
0,1.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,1.0,once
0,2.0,once
0,1.0,once
0,1.0,once
0,0.0,once
0,1.0,once
0,2.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,2.0,once
0,1.0,once
0,1.0,once
0,2.0,once
0,1.0,once
0,2.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,2.0,once
0,1.0,once
0,0.5,once
0,0.5,once
0,2.0,once
0,2.0,once
0,1.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,1.0,once
0,1.0,once
0,2.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,2.0,once
0,2.0,once
0,22.5,once
0,1.0,once
0,1.0,once
0,2.0,once
0,1.0,once
0,2.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,2.0,once
0,1.0,once
0,1.0,once
0,2.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,2.0,once
0,13.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,0.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,2.0,once
0,1.0,once
0,2.0,once
0,2.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,2.0,once
0,1.0,once
0,2.0,once
0,1.0,once
0,0.7,weekly
0,1.0,once
0,1.0,once
0,7.0,once
0,2.0,once
0,2.0,once
0,8.0,once
0,2.0,once
0,0.5,once
0,1.0,once
0,8.0,weekly
0,8.0,weekly
0,2.0,weekly
0,3.0,weekly
0,1.0,once
0,1.0,once
0,2.0,once
0,1.0,once
0,9.0,daily
0,2.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,2.0,once
0,1.0,once
0,1.0,once
0,1.0,once
0,2.0,once
800,10.0,weekly
8,0.75,once
10,9.5,once
0,10.0,weekly
0,2.0,once
0,15.0,daily
0,3.0,weekly
0,10.0,daily
0,3.0,once
15,14.0,daily
0,2.5,once
0,0.0,once
0,0.0,once
0,9.0,once
0,5.0,once
0,2.5,once
0,12.0,weekly
1,3.0,once
1,2.0,once
0,0.8333333333333334,once
0,0.0,once
0,5.983333333333333,once
0,1.5,once
0,6.666666666666667,once
0,8.333333333333334,once
0,1.5,once
0,2.0,once
0,2.0,once
1,2.0,once
30,0.8333333333333334,once
0,3.0,once
10,1.3333333333333333,once
0,2.0,once
0,1.0,once
0,1.0,once
50,2.0,once
0,4.0,once
0,1.0,once
0,1.25,once
0,0.0,once
6,1.5,once
0,1.0,once
0,13.0,daily
0,0.0,once
0,4.5,once
0,1.75,once
1,2.0,once
0,2.5,once
0,0.3333333333333333,once
0,2.0,once
0,9.0,once
0,833.3333333333334,once
0,2.0,once
0,3.5,daily
0,7.0,once
0,8.0,daily
0,2.3333333333333335,once
0,1.5,once
0,0.8333333333333334,once
0,1.3333333333333333,once
0,1.7,once
0,2.316666666666667,once
0,1.75,once
0,1.0,once
0,1.45,once
0,1.7833333333333334,once
0,2.316666666666667,once
0,1.4833333333333334,once
0,1.35,once
0,6.0,once
0,1.0,once
0,1.5,once
0,1.0,once
0,2.0,daily
0,2.0,weekly
0,1.2833333333333334,once
0,2.316666666666667,once
0,2.15,once
0,2.0,once
0,0.0,once
0,1.0,once
0,0.0,once
0,0.0,once
0,1.6166666666666667,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,2.15,once
0,8.0,once
0,1.7,once
40,2.0,once
20,0.0,once
0,1.0,weekly
30,2.0,weekly
0,0.3333333333333333,once
0,2.0,once
10,3.0,once
0,4.0,once
0,3.0,once
0,6.0,once
20,2.5,once
0,1.0,once
0,2.0,once
0,9.0,once
0,2.15,once
0,1.7,once
0,1.7833333333333334,once
0,2.15,once
0,2.15,once
0,2.0,once
0,0.8333333333333334,once
0,8.0,weekly
0,0.6666666666666666,once
0,0.9166666666666666,once
0,1.0,once
0,0.8333333333333334,once
0,1.0,once
0,0.8333333333333334,once
0,3.1666666666666665,once
0,1.8,once
0,2.15,once
0,1.0,once
0,0.75,once
0,5.0,weekly
0,2.0,once
0,1.0,once
0,1.0,once
3,3.0,once
0,2.0,once
3,3.0,once
0,2.5,once
0,5.0,once
5,4.0,weekly
0,1.0,once
0,1.0,once
0,6.0,once
6,1.0,once
30,1.0,once
1,1.5,once
0,1.0,once
30,1.5,once
0,3.0,once
0,10.0,once
0,1.0,once
0,8.0,once
0,13.0,once
0,2.0,once
0,7.0,once
0,3.0,once
0,1.0,once
0,1.0,once
0,7.0,once
0,2.0,once
20,1.0,once
0,1.0,once
0,2.5,once
0,2.0,once
20,0.0,once
0,1.5,once
0,2.0,once
0,2.0,once
1,1.5,once
0,1.5,once
40,1.5,once
0,9.0,once
0,9.0,once
10,3.0,once
0,8.0,weekly
0,4.0,weekly
0,1.0,once
0,3.0,once
0,5.0,daily
0,0.8333333333333334,once
0,0.75,once
0,0.8333333333333334,once
0,0.5,once
0,0.0,once
0,3.5,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,1.1666666666666667,once
80,0.6666666666666666,once
20,1.5,once
0,1.6833333333333333,once
0,1.3666666666666667,once
0,0.6666666666666666,once
0,1.55,once
0,1.5,once
0,1.25,once
0,1.0,once
0,1.0,once
0,1.25,once
0,1.0,once
0,2.4166666666666665,once
0,13.0,once
0,1.0,once
0,1.0,once
0,2.5,once
0,2.0,once
0,0.6666666666666666,once
0,0.5,once
0,1.3333333333333333,once
0,0.8333333333333334,once
0,2.0,once
0,1.0,once
0,1.8833333333333333,once
0,1.1666666666666667,once
0,2.3333333333333335,once
0,2.0,once
0,0.0,once
0,1.8333333333333333,once
20,1.5,once
0,2.816666666666667,once
0,2.683333333333333,once
0,2.4,once
0,3.0,once
0,1.0,once
0,3.0,once
0,2.75,once
0,2.966666666666667,once
0,2.4,once
40,2.7,once
0,2.0,once
0,0.75,once
0,3.0,once
0,1.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
30,1.1666666666666667,once
0,0.8333333333333334,once
0,3.0,once
20,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
10,0.0,once
10,0.0,once
10,0.0,once
10,0.0,once
10,0.0,once
10,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
10,0.0,once
10,0.0,once
10,0.0,once
10,0.0,once
10,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
20,0.0,once
20,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,3.0,once
0,3.0,once
0,2.0,once
0,2.0,once
30,2.0,once
10,1.5,once
10,1.5,once
0,1.0,once
0,1.0,once
40,1.5,once
1,3.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,2.0,weekly
0,14.0,once
0,3.0,once
0,0.5,once
0,0.5,once
0,0.5,once
0,0.5,once
0,8.0,once
0,1.0,once
10,3.0,once
0,2.0,once
0,1.0,daily
0,2.0,once
0,2.0,once
0,2.0,once
0,1.0,once
0,2.0,daily
0,2.0,once
0,1.0,once
0,1.0,once
0,0.5,once
0,0.5,once
0,0.5,once
0,1.0,once
0,0.5,once
0,0.6666666666666666,once
0,0.5,once
0,0.5,once
0,0.5,once
0,2.0,once
0,2.0,once
0,0.5,once
0,0.5,once
0,0.3333333333333333,once
0,0.5,once
0,0.3333333333333333,once
0,5.0,once
0,2.5,once
0,2.0,once
0,0.5,once
0,0.3333333333333333,once
0,0.5,once
0,0.5,once
0,0.6666666666666666,once
0,0.5,once
0,0.5,once
0,0.3333333333333333,once
6,1.0,once
0,3.0,once
0,1.0,once
0,2.5,once
0,0.0,once
0,4.0,once
0,1.3333333333333333,once
0,1.0,once
0,4.0,once
0,0.6666666666666666,once
0,1.5833333333333333,once
0,0.6666666666666666,once
0,0.5,once
0,0.8333333333333334,once
0,0.5,once
0,0.8333333333333334,once
0,0.8333333333333334,once
0,3.0,once
0,0.0,once
0,0.0,once
0,3.0,once
0,4.0,once
0,0.6666666666666666,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
